Timestamp,Open,High,Low,Close
1518577200,1.23805,1.23925,1.23776,1.238965
1518580800,1.238965,1.23926,1.23752,1.2377
1518584400,1.2377,1.23863,1.23735,1.237835
1518588000,1.237835,1.23802,1.23678,1.237345
1518591600,1.237345,1.23788,1.2364,1.23731
1518595200,1.23731,1.23862,1.23604,1.236585
1518598800,1.236585,1.23677,1.23505,1.235265
1518602400,1.235265,1.2358,1.23458,1.235635
1518606000,1.235635,1.23575,1.23417,1.234215
1518609600,1.234215,1.23516,1.23398,1.234305
1518613200,1.234305,1.23512,1.22761,1.23048
1518616800,1.23048,1.23306,1.2301,1.232285
1518620400,1.232285,1.24071,1.23222,1.24033
1518624000,1.24033,1.24159,1.23922,1.239435
1518627600,1.239435,1.24205,1.23844,1.24175
1518631200,1.24175,1.24426,1.24164,1.24246
1518634800,1.24246,1.24416,1.24226,1.243705
1518638400,1.243705,1.24644,1.24339,1.246385
1518642000,1.246385,1.24652,1.2447,1.24497
1518645600,1.24497,1.24614,1.24497,1.2454
1518649200,1.2454,1.247,1.24498,1.246845
1518652800,1.246845,1.247,1.24482,1.245315
1518656400,1.245315,1.24736,1.24522,1.246105
1518660000,1.246105,1.24687,1.24546,1.245805
1518663600,1.245805,1.24612,1.2452,1.245965
1518667200,1.245965,1.24679,1.2455,1.24569
1518670800,1.24569,1.24677,1.24546,1.246555
1518674400,1.246555,1.24742,1.24603,1.246785
1518678000,1.246785,1.25103,1.24666,1.250065
1518681600,1.250065,1.25046,1.24848,1.24916
1518685200,1.24916,1.25004,1.24833,1.248745
1518688800,1.248745,1.24906,1.2476,1.248125
1518692400,1.248125,1.24876,1.24646,1.24719
1518696000,1.24719,1.24874,1.24612,1.24756
1518699600,1.24756,1.2495,1.2463,1.247355
1518703200,1.247355,1.24986,1.24678,1.249825
1518706800,1.249825,1.25056,1.24741,1.247755
1518710400,1.247755,1.24922,1.24719,1.24825
1518714000,1.24825,1.2485,1.24573,1.24718
1518717600,1.24718,1.24965,1.24706,1.24932
1518721200,1.24932,1.25083,1.24912,1.25082
1518724800,1.25082,1.25088,1.25023,1.25048
1518728400,1.25048,1.25094,1.24956,1.250565
1518732000,1.250565,1.2506,1.24986,1.250075
1518735600,1.250075,1.25074,1.24965,1.250265
1518739200,1.250265,1.25083,1.24976,1.25054
1518742800,1.25054,1.25152,1.25037,1.251405
1518746400,1.251405,1.2546,1.2507,1.25395
1518750000,1.25395,1.2541,1.25268,1.25398
1518753600,1.25398,1.2556,1.25344,1.254885
1518757200,1.254885,1.25552,1.25436,1.254905
1518760800,1.254905,1.25491,1.25354,1.253805
1518764400,1.253805,1.25455,1.25266,1.252915
1518768000,1.252915,1.25386,1.2523,1.2534
1518771600,1.2534,1.25421,1.25265,1.25277
1518775200,1.25277,1.25294,1.24847,1.24878
1518778800,1.24878,1.2489,1.24747,1.248245
1518782400,1.248245,1.24846,1.24602,1.247355
1518786000,1.247355,1.24748,1.24498,1.24527
1518789600,1.24527,1.24535,1.24288,1.24457
1518793200,1.24457,1.24604,1.24332,1.2448
1518796800,1.2448,1.246,1.24404,1.24407
1518800400,1.24407,1.24462,1.24314,1.244045
1518804000,1.244045,1.24426,1.24104,1.2412
1518807600,1.2412,1.24195,1.23936,1.24159
1518811200,1.24159,1.24162,1.24038,1.240615
1518814800,1.240615,1.24126,1.24043,1.24099
1518991200,1.24099,1.24168,1.24022,1.24153
1518994800,1.24153,1.24208,1.24108,1.24123
1518998400,1.24123,1.24294,1.24109,1.242285
1519002000,1.242285,1.24355,1.2422,1.243405
1519005600,1.243405,1.243405,1.2424,1.242415
1519009200,1.242415,1.24271,1.24187,1.24213
1519012800,1.24213,1.24242,1.24118,1.24158
1519016400,1.24158,1.24193,1.2404,1.24095
1519020000,1.24095,1.24184,1.24048,1.241635
1519023600,1.241635,1.2421,1.23874,1.241215
1519027200,1.241215,1.24202,1.23944,1.23972
1519030800,1.23972,1.24166,1.2397,1.241075
1519034400,1.241075,1.24261,1.2409,1.242525
1519038000,1.242525,1.24272,1.24106,1.24236
1519041600,1.24236,1.24266,1.2401,1.240655
1519045200,1.240655,1.24111,1.23702,1.23731
1519048800,1.23731,1.23808,1.23688,1.23745
1519052400,1.23745,1.23988,1.23738,1.239665
1519056000,1.239665,1.24088,1.23916,1.24078
1519059600,1.24078,1.24159,1.24014,1.24134
1519063200,1.24134,1.24136,1.24052,1.24087
1519066800,1.24087,1.24122,1.24064,1.24076
1519070400,1.24076,1.24094,1.24046,1.240615
1519074000,1.240615,1.24084,1.24056,1.24075
1519077600,1.24075,1.24118,1.24046,1.24065
1519081200,1.24065,1.24122,1.23944,1.24007
1519084800,1.24007,1.2411,1.23963,1.240645
1519088400,1.240645,1.24066,1.23851,1.239415
1519092000,1.239415,1.2398,1.23822,1.238535
1519095600,1.238535,1.23882,1.23796,1.23856
1519099200,1.23856,1.23938,1.23822,1.238755
1519102800,1.238755,1.23966,1.23799,1.23848
1519106400,1.23848,1.23869,1.23749,1.237775
1519110000,1.237775,1.23918,1.23562,1.236015
1519113600,1.236015,1.23734,1.23454,1.235935
1519117200,1.235935,1.23645,1.23431,1.23447
1519120800,1.23447,1.2351,1.23342,1.234025
1519124400,1.234025,1.23524,1.23332,1.23483
1519128000,1.23483,1.2356,1.23378,1.234645
1519131600,1.234645,1.23474,1.23196,1.232585
1519135200,1.232585,1.23621,1.23224,1.23459
1519138800,1.23459,1.235465,1.2338,1.23405
1519142400,1.23405,1.23514,1.23254,1.234815
1519146000,1.234815,1.23582,1.23404,1.234455
1519149600,1.234455,1.23458,1.23299,1.234
1519153200,1.234,1.23438,1.23332,1.233555
1519156800,1.233555,1.23401,1.23322,1.233595
1519160400,1.233595,1.23384,1.23348,1.233735
1519164000,1.233735,1.23409,1.23344,1.23356
1519167600,1.23356,1.23375,1.23286,1.23353
1519171200,1.23353,1.2345,1.23313,1.233545
1519174800,1.233545,1.23405,1.23289,1.23373
1519178400,1.23373,1.23447,1.23338,1.233405
1519182000,1.233405,1.23368,1.23236,1.23306
1519185600,1.23306,1.23344,1.23175,1.232235
1519189200,1.232235,1.23268,1.23166,1.23231
1519192800,1.23231,1.23366,1.23216,1.233585
1519196400,1.233585,1.234,1.23104,1.2316
1519200000,1.2316,1.23257,1.23076,1.231675
1519203600,1.231675,1.23362,1.2309,1.233345
1519207200,1.233345,1.2334,1.23146,1.232675
1519210800,1.232675,1.23296,1.23142,1.231595
1519214400,1.231595,1.23232,1.23004,1.23051
1519218000,1.23051,1.23206,1.23,1.23206
1519221600,1.23206,1.23361,1.23178,1.23237
1519225200,1.23237,1.23354,1.23144,1.23194
1519228800,1.23194,1.23248,1.23036,1.23151
1519232400,1.23151,1.23274,1.23109,1.23273
1519236000,1.23273,1.23281,1.23174,1.232355
1519239600,1.232355,1.23602,1.2299,1.230255
1519243200,1.230255,1.230255,1.22811,1.229055
1519246800,1.229055,1.22994,1.22826,1.22839
1519250400,1.22839,1.22862,1.2273,1.22759
1519254000,1.22759,1.2285,1.22759,1.22805
1519257600,1.22805,1.22808,1.22654,1.227215
1519261200,1.227215,1.22848,1.22682,1.227915
1519264800,1.227915,1.22838,1.22768,1.227995
1519268400,1.227995,1.22807,1.22726,1.2277
1519272000,1.2277,1.2279,1.22722,1.227335
1519275600,1.227335,1.22808,1.22715,1.2275
1519279200,1.2275,1.228,1.22597,1.22662
1519282800,1.22662,1.22794,1.22596,1.227345
1519286400,1.227345,1.22884,1.2265,1.22847
1519290000,1.22847,1.22954,1.22751,1.22942
1519293600,1.22942,1.2299,1.22863,1.229015
1519297200,1.229015,1.22949,1.22802,1.22862
1519300800,1.22862,1.23083,1.2269,1.226925
1519304400,1.226925,1.23156,1.22644,1.231345
1519308000,1.231345,1.23371,1.23052,1.232755
1519311600,1.232755,1.23524,1.23165,1.23216
1519315200,1.23216,1.23323,1.2314,1.23255
1519318800,1.23255,1.23443,1.23242,1.23365
1519322400,1.23365,1.23396,1.232,1.232475
1519326000,1.232475,1.23364,1.2323,1.233095
1519329600,1.233095,1.23344,1.23192,1.232535
1519333200,1.232535,1.23318,1.2323,1.23306
1519336800,1.23306,1.23345,1.23252,1.23307
1519340400,1.23307,1.2338,1.2325,1.232565
1519344000,1.232565,1.23318,1.232155,1.232705
1519347600,1.232705,1.23289,1.23162,1.23253
1519351200,1.23253,1.23263,1.23113,1.231365
1519354800,1.231365,1.23161,1.23016,1.230715
1519358400,1.230715,1.23102,1.22954,1.23016
1519362000,1.23016,1.2306,1.2296,1.23028
1519365600,1.23028,1.23082,1.22884,1.229385
1519369200,1.229385,1.22974,1.228,1.2295
1519372800,1.2295,1.23212,1.22884,1.231785
1519376400,1.231785,1.2321,1.2305,1.23079
1519380000,1.23079,1.23178,1.22993,1.230135
1519383600,1.230135,1.23076,1.2288,1.23067
1519387200,1.23067,1.2313,1.22966,1.22983
1519390800,1.22983,1.2306,1.22894,1.22982
1519394400,1.22982,1.23066,1.22872,1.23041
1519398000,1.23041,1.23183,1.22904,1.22994
1519401600,1.22994,1.23045,1.22852,1.22973
1519405200,1.22973,1.23079,1.22967,1.23063
1519408800,1.23063,1.23063,1.22902,1.229425
1519412400,1.229425,1.22978,1.22886,1.22959
1519416000,1.22959,1.23054,1.22932,1.22942
1519419600,1.22942,1.22989,1.22881,1.22946
1519596000,1.22946,1.22956,1.22858,1.228845
1519599600,1.228845,1.22953,1.22809,1.22887
1519603200,1.22887,1.22934,1.22804,1.229025
1519606800,1.229025,1.23052,1.228855,1.229805
1519610400,1.229805,1.2319,1.229805,1.231495
1519614000,1.231495,1.23173,1.23091,1.231065
1519617600,1.231065,1.23144,1.23072,1.23126
1519621200,1.23126,1.23283,1.231,1.232815
1519624800,1.232815,1.23344,1.23241,1.23306
1519628400,1.23306,1.23346,1.23152,1.23201
1519632000,1.23201,1.23349,1.23156,1.231955
1519635600,1.231955,1.23497,1.23189,1.234315
1519639200,1.234315,1.23553,1.23373,1.234555
1519642800,1.234555,1.234865,1.23328,1.233565
1519646400,1.233565,1.23378,1.2321,1.232105
1519650000,1.232105,1.23271,1.23043,1.230445
1519653600,1.230445,1.2315,1.22974,1.23041
1519657200,1.23041,1.23072,1.2278,1.229005
1519660800,1.229005,1.23174,1.22863,1.229515
1519664400,1.229515,1.23086,1.22899,1.2308
1519668000,1.2308,1.23123,1.23018,1.23102
1519671600,1.23102,1.23144,1.2306,1.23119
1519675200,1.23119,1.23158,1.23078,1.231355
1519678800,1.231355,1.23202,1.23112,1.231685
1519682400,1.231685,1.231805,1.23128,1.23129
1519686000,1.23129,1.23161,1.23084,1.23153
1519689600,1.23153,1.23366,1.23142,1.233205
1519693200,1.233205,1.2337,1.23272,1.233565
1519696800,1.233565,1.2343,1.23336,1.2336
1519700400,1.2336,1.23375,1.23215,1.23239
1519704000,1.23239,1.2328,1.23212,1.232385
1519707600,1.232385,1.23306,1.23233,1.23261
1519711200,1.23261,1.23337,1.23198,1.23269
1519714800,1.23269,1.23448,1.23216,1.23413
1519718400,1.23413,1.23466,1.23263,1.233295
1519722000,1.233295,1.2339,1.23268,1.233095
1519725600,1.233095,1.23379,1.2322,1.23282
1519729200,1.23282,1.23312,1.23128,1.23172
1519732800,1.23172,1.2321,1.23149,1.231735
1519736400,1.231735,1.23184,1.22858,1.228775
1519740000,1.228775,1.22988,1.2271,1.22738
1519743600,1.22738,1.22792,1.22214,1.22393
1519747200,1.22393,1.2247,1.22306,1.22393
1519750800,1.22393,1.22512,1.22258,1.224755
1519754400,1.224755,1.2255,1.22413,1.22428
1519758000,1.22428,1.22453,1.22342,1.22362
1519761600,1.22362,1.22405,1.22288,1.22293
1519765200,1.22293,1.22337,1.22256,1.223315
1519768800,1.223315,1.22362,1.22299,1.22356
1519772400,1.22356,1.22388,1.2226,1.22261
1519776000,1.22261,1.22372,1.22209,1.223185
1519779600,1.223185,1.22379,1.22268,1.222965
1519783200,1.222965,1.22338,1.22153,1.221625
1519786800,1.221625,1.22295,1.22153,1.222345
1519790400,1.222345,1.22266,1.22206,1.22242
1519794000,1.22242,1.22284,1.22212,1.22276
1519797600,1.22276,1.22388,1.22178,1.22361
1519801200,1.22361,1.22421,1.22226,1.222355
1519804800,1.222355,1.22243,1.21995,1.221055
1519808400,1.221055,1.22232,1.21985,1.22207
1519812000,1.22207,1.22305,1.221,1.22205
1519815600,1.22205,1.22259,1.22136,1.22184
1519819200,1.22184,1.2226,1.22111,1.22188
1519822800,1.22188,1.22224,1.22022,1.22178
1519826400,1.22178,1.22286,1.22064,1.22087
1519830000,1.22087,1.22154,1.21875,1.21962
1519833600,1.21962,1.2221,1.2193,1.221095
1519837200,1.221095,1.22225,1.22048,1.22089
1519840800,1.22089,1.22114,1.22004,1.221065
1519844400,1.221065,1.22144,1.22004,1.22036
1519848000,1.22036,1.22048,1.21952,1.220005
1519851600,1.220005,1.2202,1.21928,1.2194
1519855200,1.2194,1.21996,1.21904,1.21932
1519858800,1.21932,1.21961,1.219,1.21914
1519862400,1.21914,1.21943,1.21832,1.218935
1519866000,1.218935,1.2193,1.21838,1.21913
1519869600,1.21913,1.21945,1.21859,1.21896
1519873200,1.21896,1.21988,1.21888,1.21955
1519876800,1.21955,1.21965,1.21902,1.21937
1519880400,1.21937,1.21971,1.21906,1.21923
1519884000,1.21923,1.22065,1.21874,1.22056
1519887600,1.22056,1.22132,1.22002,1.22007
1519891200,1.22007,1.22062,1.21908,1.219685
1519894800,1.219685,1.2197,1.21798,1.218185
1519898400,1.218185,1.21958,1.21796,1.218775
1519902000,1.218775,1.21906,1.21802,1.218525
1519905600,1.218525,1.21891,1.21642,1.21689
1519909200,1.21689,1.21882,1.21624,1.21874
1519912800,1.21874,1.21917,1.21646,1.217335
1519916400,1.217335,1.2206,1.21542,1.217675
1519920000,1.217675,1.22225,1.21718,1.221525
1519923600,1.221525,1.22199,1.22048,1.221185
1519927200,1.221185,1.2217,1.21864,1.21968
1519930800,1.21968,1.22589,1.21962,1.22557
1519934400,1.22557,1.22736,1.22525,1.226275
1519938000,1.226275,1.22703,1.22599,1.22668
1519941600,1.22668,1.227495,1.2262,1.227425
1519945200,1.227425,1.227425,1.2266,1.22712
1519948800,1.22712,1.2275,1.226175,1.227315
1519952400,1.227315,1.22809,1.22672,1.22748
1519956000,1.22748,1.22771,1.22694,1.227345
1519959600,1.227345,1.22816,1.2272,1.22803
1519963200,1.22803,1.22881,1.22779,1.227795
1519966800,1.227795,1.22856,1.22742,1.227905
1519970400,1.227905,1.22799,1.22618,1.226345
1519974000,1.226345,1.22675,1.22515,1.22637
1519977600,1.22637,1.2279,1.22542,1.227455
1519981200,1.227455,1.22822,1.22624,1.22759
1519984800,1.22759,1.22984,1.22746,1.229075
1519988400,1.229075,1.23225,1.22884,1.23038
1519992000,1.23038,1.23234,1.23038,1.230845
1519995600,1.230845,1.23206,1.2294,1.23088
1519999200,1.23088,1.2316,1.22974,1.231355
1520002800,1.231355,1.23331,1.23085,1.23089
1520006400,1.23089,1.23239,1.23043,1.23143
1520010000,1.23143,1.23206,1.23044,1.23121
1520013600,1.23121,1.23241,1.23118,1.232195
1520017200,1.232195,1.23313,1.23202,1.23306
1520020800,1.23306,1.2336,1.23236,1.233045
1520024400,1.233045,1.23315,1.23173,1.23182
1520200800,1.23182,1.23656,1.23182,1.23458
1520204400,1.23458,1.2348,1.22994,1.231775
1520208000,1.231775,1.23381,1.23166,1.233255
1520211600,1.233255,1.23371,1.23284,1.233
1520215200,1.233,1.23306,1.23196,1.232195
1520218800,1.232195,1.23284,1.23166,1.232715
1520222400,1.232715,1.23279,1.23192,1.232165
1520226000,1.232165,1.23264,1.23122,1.2319
1520229600,1.2319,1.2321,1.22867,1.229155
1520233200,1.229155,1.22974,1.22692,1.22844
1520236800,1.22844,1.23338,1.22823,1.232455
1520240400,1.232455,1.23347,1.23114,1.232245
1520244000,1.232245,1.2332,1.23064,1.231375
1520247600,1.231375,1.23158,1.22941,1.2302
1520251200,1.2302,1.23064,1.22837,1.229735
1520254800,1.229735,1.23128,1.22928,1.230845
1520258400,1.230845,1.23241,1.2302,1.232355
1520262000,1.232355,1.233,1.23096,1.232755
1520265600,1.232755,1.23488,1.23202,1.232895
1520269200,1.232895,1.23404,1.23226,1.23339
1520272800,1.23339,1.23356,1.23216,1.232475
1520276400,1.232475,1.23341,1.23222,1.23252
1520280000,1.23252,1.23388,1.23224,1.233805
1520283600,1.233805,1.233805,1.23336,1.23361
1520287200,1.23361,1.23383,1.23319,1.233445
1520290800,1.233445,1.23396,1.23337,1.23368
1520294400,1.23368,1.23562,1.23349,1.234965
1520298000,1.234965,1.23632,1.2349,1.23559
1520301600,1.23559,1.236,1.23482,1.235045
1520305200,1.235045,1.23554,1.234655,1.23496
1520308800,1.23496,1.23516,1.23464,1.23471
1520312400,1.23471,1.23518,1.23431,1.234885
1520316000,1.234885,1.23558,1.23342,1.23391
1520319600,1.23391,1.23508,1.2328,1.23333
1520323200,1.23333,1.23462,1.23299,1.233855
1520326800,1.233855,1.23457,1.23318,1.23441
1520330400,1.23441,1.2352,1.23342,1.234675
1520334000,1.234675,1.24005,1.2343,1.239725
1520337600,1.239725,1.24143,1.23898,1.240895
1520341200,1.240895,1.24122,1.23954,1.24069
1520344800,1.24069,1.2411,1.23862,1.239575
1520348400,1.239575,1.24086,1.23939,1.239805
1520352000,1.239805,1.24203,1.23974,1.24158
1520355600,1.24158,1.24173,1.23886,1.239355
1520359200,1.239355,1.24094,1.23919,1.2406
1520362800,1.2406,1.24119,1.24002,1.24054
1520366400,1.24054,1.24075,1.23995,1.240275
1520370000,1.240275,1.24088,1.24022,1.24047
1520373600,1.24047,1.24244,1.24047,1.24206
1520377200,1.24206,1.24293,1.24124,1.24158
1520380800,1.24158,1.24267,1.24128,1.241795
1520384400,1.241795,1.24209,1.24103,1.241375
1520388000,1.241375,1.24186,1.24103,1.241705
1520391600,1.241705,1.24217,1.24106,1.24193
1520395200,1.24193,1.24216,1.24145,1.241505
1520398800,1.241505,1.24231,1.2415,1.241915
1520402400,1.241915,1.2434,1.24184,1.242535
1520406000,1.242535,1.24278,1.2407,1.24088
1520409600,1.24088,1.24186,1.24037,1.24103
1520413200,1.24103,1.24276,1.24054,1.24236
1520416800,1.24236,1.24457,1.2421,1.243505
1520420400,1.243505,1.2437,1.24074,1.240735
1520424000,1.240735,1.24186,1.23979,1.241765
1520427600,1.241765,1.24248,1.24026,1.241445
1520431200,1.241445,1.24228,1.24058,1.24099
1520434800,1.24099,1.24163,1.23878,1.240285
1520438400,1.240285,1.2405,1.23846,1.239615
1520442000,1.239615,1.24062,1.23904,1.240085
1520445600,1.240085,1.24145,1.23965,1.240875
1520449200,1.240875,1.2413,1.24021,1.2405
1520452800,1.2405,1.24134,1.24022,1.24129
1520456400,1.24129,1.24162,1.241,1.241065
1520460000,1.241065,1.24126,1.24092,1.241065
1520463600,1.241065,1.24157,1.24092,1.241235
1520467200,1.241235,1.24153,1.24067,1.24078
1520470800,1.24078,1.24096,1.2396,1.24003
1520474400,1.24003,1.24064,1.23991,1.24022
1520478000,1.24022,1.24074,1.23958,1.24072
1520481600,1.24072,1.24093,1.24038,1.240605
1520485200,1.240605,1.24102,1.24034,1.240375
1520488800,1.240375,1.24096,1.23936,1.23974
1520492400,1.23974,1.24134,1.23936,1.241195
1520496000,1.241195,1.2415,1.23904,1.23932
1520499600,1.23932,1.2394,1.23779,1.238295
1520503200,1.238295,1.239,1.23778,1.237905
1520506800,1.237905,1.23792,1.23686,1.237825
1520510400,1.237825,1.24318,1.23729,1.24105
1520514000,1.24105,1.24462,1.23845,1.240245
1520517600,1.240245,1.24052,1.235,1.23512
1520521200,1.23512,1.2356,1.23244,1.232815
1520524800,1.232815,1.23371,1.23041,1.231375
1520528400,1.231375,1.23224,1.23112,1.231895
1520532000,1.231895,1.23194,1.23066,1.23146
1520535600,1.23146,1.23198,1.2298,1.23048
1520539200,1.23048,1.23139,1.23016,1.231315
1520542800,1.231315,1.23145,1.23092,1.23118
1520546400,1.23118,1.23185,1.23098,1.23138
1520550000,1.23138,1.2315,1.23046,1.230675
1520553600,1.230675,1.23164,1.23022,1.23095
1520557200,1.23095,1.23104,1.22951,1.22984
1520560800,1.22984,1.2313,1.22969,1.231115
1520564400,1.231115,1.2313,1.23073,1.231065
1520568000,1.231065,1.23142,1.23077,1.231355
1520571600,1.231355,1.23178,1.23114,1.231535
1520575200,1.231535,1.23219,1.23137,1.232135
1520578800,1.232135,1.23219,1.23108,1.231815
1520582400,1.231815,1.23212,1.2294,1.230605
1520586000,1.230605,1.23182,1.22988,1.23021
1520589600,1.23021,1.23066,1.22922,1.229425
1520593200,1.229425,1.2305,1.22902,1.22986
1520596800,1.22986,1.23022,1.22928,1.22954
1520600400,1.22954,1.2314,1.22729,1.229325
1520604000,1.229325,1.23132,1.22911,1.231285
1520607600,1.231285,1.23341,1.23054,1.231905
1520611200,1.231905,1.23304,1.23162,1.232445
1520614800,1.232445,1.233,1.23161,1.23173
1520618400,1.23173,1.23215,1.23108,1.23126
1520622000,1.23126,1.23193,1.23107,1.231485
1520625600,1.231485,1.23174,1.2303,1.23068
1520629200,1.23068,1.23098,1.23034,1.23058
1520802000,1.23058,1.23159,1.23058,1.231025
1520805600,1.231025,1.23136,1.2307,1.231065
1520809200,1.231065,1.23138,1.2306,1.23088
1520812800,1.23088,1.23136,1.2307,1.231095
1520816400,1.231095,1.23188,1.230595,1.231645
1520820000,1.231645,1.23234,1.23161,1.23217
1520823600,1.23217,1.23236,1.2319,1.232305
1520827200,1.232305,1.23259,1.23202,1.232495
1520830800,1.232495,1.23256,1.23179,1.231985
1520834400,1.231985,1.2324,1.23149,1.232295
1520838000,1.232295,1.2341,1.23162,1.233745
1520841600,1.233745,1.23398,1.23225,1.233395
1520845200,1.233395,1.2335,1.23114,1.231165
1520848800,1.231165,1.23158,1.23069,1.23119
1520852400,1.23119,1.2312,1.22904,1.22923
1520856000,1.22923,1.23027,1.22906,1.230165
1520859600,1.230165,1.23097,1.22944,1.230765
1520863200,1.230765,1.23212,1.23072,1.2321
1520866800,1.2321,1.23262,1.23168,1.2318
1520870400,1.2318,1.23244,1.23105,1.231935
1520874000,1.231935,1.23358,1.23152,1.23297
1520877600,1.23297,1.23456,1.23278,1.233725
1520881200,1.233725,1.23408,1.23326,1.23393
1520884800,1.23393,1.23411,1.23351,1.23353
1520888400,1.23353,1.23407,1.23334,1.233415
1520892000,1.233415,1.23372,1.23334,1.23337
1520895600,1.23337,1.23399,1.23331,1.23389
1520899200,1.23389,1.23457,1.2335,1.234045
1520902800,1.234045,1.23421,1.23368,1.23392
1520906400,1.23392,1.23408,1.23327,1.23342
1520910000,1.23342,1.23356,1.23308,1.23324
1520913600,1.23324,1.23336,1.23262,1.23278
1520917200,1.23278,1.233,1.23249,1.2328
1520920800,1.2328,1.23358,1.23242,1.23288
1520924400,1.23288,1.23338,1.23172,1.23199
1520928000,1.23199,1.2335,1.23145,1.2334
1520931600,1.2334,1.23384,1.23236,1.232965
1520935200,1.232965,1.23515,1.2327,1.23298
1520938800,1.23298,1.2342,1.2326,1.23372
1520942400,1.23372,1.23855,1.23324,1.23661
1520946000,1.23661,1.23856,1.23593,1.236905
1520949600,1.236905,1.23818,1.234,1.237505
1520953200,1.237505,1.2401,1.23708,1.23979
1520956800,1.23979,1.24076,1.2388,1.240085
1520960400,1.240085,1.24066,1.23904,1.239105
1520964000,1.239105,1.23996,1.23908,1.239775
1520967600,1.239775,1.24002,1.2384,1.23855
1520971200,1.23855,1.23942,1.23843,1.23902
1520974800,1.23902,1.23972,1.23892,1.23937
1520978400,1.23937,1.23954,1.23892,1.239365
1520982000,1.239365,1.23952,1.23902,1.239275
1520985600,1.239275,1.23986,1.23886,1.23946
1520989200,1.23946,1.24056,1.23905,1.24029
1520992800,1.24029,1.24121,1.24006,1.24091
1520996400,1.24091,1.24091,1.24004,1.24045
1521000000,1.24045,1.24082,1.24017,1.24078
1521003600,1.24078,1.2413,1.24036,1.240405
1521007200,1.240405,1.24062,1.23943,1.239905
1521010800,1.239905,1.239905,1.23856,1.23891
1521014400,1.23891,1.24016,1.23633,1.23747
1521018000,1.23747,1.23828,1.23612,1.236725
1521021600,1.236725,1.23758,1.2362,1.237455
1521025200,1.237455,1.23834,1.2367,1.23806
1521028800,1.23806,1.23977,1.23626,1.236275
1521032400,1.236275,1.23764,1.23522,1.235775
1521036000,1.235775,1.2368,1.23488,1.23635
1521039600,1.23635,1.23684,1.2347,1.23618
1521043200,1.23618,1.23786,1.23579,1.23676
1521046800,1.23676,1.23788,1.23661,1.237535
1521050400,1.237535,1.23774,1.23697,1.237595
1521054000,1.237595,1.23762,1.2369,1.237065
1521057600,1.237065,1.23737,1.23654,1.236775
1521061200,1.236775,1.23696,1.2365,1.236805
1521064800,1.236805,1.23695,1.23644,1.236825
1521068400,1.236825,1.23766,1.2367,1.237445
1521072000,1.237445,1.23837,1.23712,1.23818
1521075600,1.23818,1.23834,1.23745,1.237605
1521079200,1.237605,1.23839,1.2376,1.237935
1521082800,1.237935,1.23818,1.2375,1.238
1521086400,1.238,1.23834,1.23775,1.23817
1521090000,1.23817,1.23824,1.23716,1.237405
1521093600,1.237405,1.2378,1.23644,1.236585
1521097200,1.236585,1.23732,1.23617,1.23687
1521100800,1.23687,1.23722,1.2361,1.236475
1521104400,1.236475,1.2368,1.23516,1.236005
1521108000,1.236005,1.23676,1.23554,1.23627
